pid,tid,d,margin,round
20938,70425,0.19619734195621824,1.23986396367291,1
21170,71837,0.015789599999999973,2.0434208,1
21414,73738,0.20229663486909438,1.3007029428223473,1
21549,74454,0.22435868109433382,1.4440883035711147,1
21690,75867,0.2192167137358409,1.4745666600756482,1
21789,76430,0.18682475846965213,1.6987278912371377,1
21940,77211,0.18199044135011733,1.5678001104903374,1
21994,60559,0.21647956622368486,1.771640126441031,1
22028,78352,0.1265001427449701,1.6478417597313533,1
22154,79545,0.23648362064521794,1.1974590483187009,1
22180,79293,0.23210441546154206,1.7528675061892656,1
22201,60339,0.22946031113289148,1.5227385911237803,1
22205,60336,0.24358963149511714,1.220648909850835,1
22254,60146,0.24648227540922124,0.8922168218783617,1
22277,61101,0.24060350614203993,1.42670926712533,1
22312,61411,0.23408755114115723,1.558091733692597,1
22332,61700,0.0026454285714285763,0.3714285714285714,1
22389,62363,0.1288723435689978,1.5191138311562202,1
22397,62360,0.24964397080121176,1.5319912182812987,1
22419,62528,0.16350896985807026,0.9245418198496054,1
22427,62242,0.21028649389467802,1.4461290147899506,1
22435,62869,0.17134833639527042,1.4982680934635062,1
22458,464400,0.1726847148327741,1.5297398810426859,1
22508,63342,0.15875823959824362,1.3770356151526186,1
22575,63464,0.2160820597220147,1.084860136466832,1
22592,76118,0.11171065325280648,1.0706761157515647,1
22615,62966,0.19498338793637676,1.5225167941287487,1
22651,64350,0.2187328095371201,1.2951438437039322,1
22708,65764,0.1976090477110542,1.187732497574535,1
22710,65707,0.2032156299481258,1.2059502922974628,1
22729,65048,0.1382055160279015,1.3169682279088748,1
22735,61895,0.17358035819720324,1.2149642688790916,1
22738,63543,0.14120240309584636,0.9327755527659396,1
22739,64504,0.0,0.3714285714285714,1
22741,65060,0.1408063165240826,1.7414903355500186,1
22743,65062,0.13029831651112112,1.2538389144371738,1
22759,64021,0.2181694098576455,1.2583426720201494,1
22763,62908,0.04347815000000002,2.0434781500000003,1
22776,65042,0.21608209954408153,1.7096191989750145,1
22834,66291,0.192776678095099,1.3580416935200705,1
22893,65514,0.0,2.0,1
22905,63512,0.17799618957465208,1.4063436383217958,1
22908,65516,0.08284127249458698,1.3763867609114773,1
22911,75321,0.15511388546898608,1.4638455996542779,1
23030,66451,0.22085100596880425,1.4991086935368272,1
23043,65949,0.24914539057391,1.2147162834909964,1
23047,64995,0.22407952027283767,1.2296685431844347,1
23116,65464,0.0,2.0833333333333335,1
23225,67119,0.2179052440764371,0.8627085914406969,1
23235,67246,0.1987299663050011,1.055640800519083,1
23238,67266,0.22279912926387693,1.2577399203624855,1
23347,67539,0.23132402791082515,1.3505012619979109,1
23349,67504,0.23529411764705885,1.5147058823529411,1
23362,67443,0.23854772102916427,1.376263638488364,1
23363,67421,0.22860676715094586,1.0528340100896019,1
23366,67454,0.20571600261551393,1.7058005981013187,1
23414,67703,0.19901844632766263,1.365287713361015,1
23415,458676,0.18006921140560012,0.9941539622620921,1
23422,68135,0.20983448131737348,1.2478829084366918,1
23455,68556,0.19828822996083456,1.4536266196325032,1
23459,68585,0.23128246629243615,1.233151958775059,1
23476,68050,0.0,2.2222222222222223,1
23478,68043,0.169594953219507,1.2586658833956712,1
23513,68415,0.19265610378110898,1.5218305085615964,1
23534,68815,0.1417888305828302,1.0544432305282374,1
23558,68242,0.23813801362924522,1.140015753699761,1
23574,68701,0.23827685893428768,1.3143131081048627,1
23589,68928,0.22440306004877536,1.2744436842760376,1
23593,68902,0.19489122860881067,1.5075513327149435,1
23631,63991,0.24945099773733595,1.3448038564897267,1
23633,543391,0.16223285689229416,1.2090915366258397,1
23634,69134,0.24049847662198132,1.1128353527576536,1
23637,69159,0.2281473453100124,0.7933549886876978,1
23672,69539,0.21408203471059994,1.2103364486638117,1
23673,69550,0.010103396226415179,1.5427818002919391,1
23693,69737,0.004761904761904759,1.6855606758832569,1
23717,69435,0.24755884528585065,1.1558472631263519,1
23719,69446,0.20342196385645553,1.0277524811953636,1
23759,69813,0.16888281207900246,1.3809923396952208,1
23766,69934,0.038533125401929255,1.5404520089472948,1
23781,593417,0.18140042270367038,1.3517143049770404,1
23784,534648,0.1619833494702292,1.3795861459466792,1
23786,69041,0.1803094010989801,1.201569040363943,1
23848,75421,0.21800557783873448,1.030761929790942,1
23849,594902,0.16223772676104878,1.3891600929541486,1
23880,571527,0.2498798518583448,1.085096264635892,1
23893,50556,0.18049218669843536,1.2695224647198002,1
23897,573185,0.1445378444601676,1.2961082300738602,1
23914,620982,0.11365466698678084,1.1757176206753646,1
23915,592468,0.07688657165914738,1.3724827820217462,1
23935,50705,0.22463836527063552,1.3925254767829816,1
23966,50901,0.16318755870994683,1.4257965841671676,1
23988,50030,0.20362164536360938,1.2543874205978742,1
24028,51097,0.16750536523192144,1.5331076386442646,1
24043,575070,0.0822596925341296,1.3575927361060314,1
24052,592499,0.11162740697674416,1.944479182230968,1
24053,521655,0.2258168967755622,1.6329457271425298,1
24085,641149,0.006997396335960207,1.704762557184372,1
24089,51301,0.17376406589215318,1.1917595853908614,1
24097,595001,0.09590292333333336,1.4722967174358974,1
24110,621141,0.005356293430234527,1.6068251375674327,1
24223,642098,0.1272574687226979,1.5225927688369145,1
24237,476594,0.24173686295786628,1.3977647564703601,1
24239,467100,0.24034331799039596,1.4996167035701573,1
24252,52060,0.15754481783714994,1.1565614616587556,1
24305,570240,0.071295366087256,1.4891266703949488,1
24340,668766,0.009326857142857248,1.231764476190476,1
24344,53139,0.15739711947233012,0.9228418806435593,1
24370,572143,0.011299333333333328,2.0852319689922476,1
24411,53455,0.14407957024010656,1.24167592322678,1
24424,676641,0.14460408340861589,1.759894042562754,1
24465,658792,0.24897218012235223,1.0550347487485525,1
24469,54561,0.12857161134191997,1.4190865965871526,1
24494,667498,0.0030318336980305893,1.9230228730832493,1
24512,54900,0.23038074667666167,1.0693441940907245,1
24515,54903,0.24307623088883734,1.0086428186976595,1
24527,54263,0.23800007149140243,1.1672723406735457,1
24537,54404,0.21286555892047934,1.334582528527476,1
24568,54319,0.220013523105933,0.8845222216340254,1
24607,54063,0.15032760818207996,1.4710355982800516,1
24608,54064,0.21638192547427515,1.3100499877386842,1
24619,623454,0.1915584196902105,1.2424245660448414,1
24626,680802,0.14273854599239294,1.0924261627291207,1
21558,74359,0.24395711559787572,1.1772903321639592,1
21830,76858,0.212465669686302,1.3316510018737646,1
22029,78366,0.20155038759689925,1.5361513344577973,1
22118,79847,0.24337884459357134,1.1285567334284485,1
22622,63914,0.1483010492582806,1.7479840948191472,1
22667,64596,0.22961220399117455,1.7605063071032103,1
22717,65343,0.20886871428047576,1.1276389171219405,1
22721,64017,0.24084787173669958,1.5884778302770863,1
23035,65933,0.1787064717356352,1.4585103347090087,1
23307,67603,0.1789358826932562,1.2289331670777413,1
23518,68419,0.202338261925592,1.38813664190473,1
23590,68900,0.20703829931475637,1.3861290225479448,1
23696,518445,0.2261492025310629,1.3059774558044592,1
23903,50859,0.22478100101839776,1.3651490965213766,1
23964,50995,0.17092161497695854,1.9199760055764008,1
24038,51516,0.23627963725186157,1.4194798366059482,1
24063,51454,0.18947473268753956,1.438342764217933,1
24100,51264,0.2114648430923391,1.46244709590966,1
24109,664641,0.08875786627296581,1.845542224917777,1
24129,51715,0.14917098453730476,1.5051960408400165,1
24222,656212,0.19318146289985114,1.5892376785239737,1
24313,571616,0.0033116931359354895,1.7064679432277008,1
24380,53596,0.08408497297297308,2.063119778619384,1
24459,645307,0.2435757207362143,1.4786015483401593,1
24460,606273,0.2269519430732002,1.5974321795749349,1
24461,641855,0.1407390578512397,1.8208872439759958,1
24482,54537,0.18053655462184884,1.774589141421693,1
24544,54729,0.21758101313493075,1.4335233563986616,1
24570,646241,0.16064530542558797,1.097152811576327,1
21402,73117,0.31449745360104525,1.21242843968408,2
